α,β,γ,δ,σ,ftrace,startguess
0.475000525,0.7250002750000001,0.425000575,0.325000675,0.925000075,92992.5249708125,1
0.4737796556723645,0.7129967543819187,0.42535870239740686,0.3268021936995543,0.9624625375375,85822.75087795257,1
0.4731864552565545,0.7404670201595158,0.4248322771123334,0.31971334898197246,0.9812125000375187,82550.08964331134,1
0.472755046209538,0.8030812413244193,0.42353274522915624,0.30428601206283606,0.9905968562687781,81120.93694396937,1
0.4721658076726866,0.8824479221173843,0.4215932108952356,0.2842170561322909,0.9952937265625235,80404.40283527126,1
0.471491981110058,0.8934023287515617,0.4209660343074594,0.2804862195395078,0.997644510144543,79790.810271308,1
0.4714900645289315,0.8934329586423214,0.42096389787268146,0.2804759577627646,0.9976456591359325,79765.14345338823,1
0.4714900635651053,0.8934329742547799,0.42096389678680085,0.2804759525577129,0.9976456596966898,79765.1257159485,1
0.4714900616374358,0.8934330054804533,0.4209638946150026,0.280475942147407,0.9976456608182042,79765.09578240219,1
0.47149006151695094,0.8934330074321417,0.4209638944792582,0.2804759414967354,0.9976456608882988,79765.0497005173,1
0.47149006139646576,0.8934330093838359,0.42096389434351333,0.2804759408460619,0.9976456609583934,79765.04730046056,1
0.47149006139646576,0.8934330093838359,0.42096389434351333,0.2804759408460619,0.9976456609583934,79765.04730046056,1
0.275000725,0.925000075,0.325000675,0.07500092500000001,0.37500062500000003,655433.2184623105,2
0.26383726591088513,0.9143914405325598,0.32716350253657844,0.06839345989029483,0.4053000084204611,578820.9254246793,2
0.2658039797144932,0.9084438693543255,0.33004300959220456,0.0746402009524737,0.5101539933530141,350290.78064622555,2
0.2724359632339904,0.9227817098723023,0.3400454593147502,0.08760085072586118,0.6706207646431146,190270.12825431227,2
0.29705647741924485,0.9966840256430661,0.37912664063468404,0.13477923361844213,0.8094880985129121,130383.0545084036,2
0.2946320026669108,0.9925562454131982,0.38063336133246845,0.1353307982620495,0.9998094880985129,83599.70485809936,2
0.29308301847765433,0.9901334624273369,0.38009792405375553,0.1344538713997183,0.9982769530381971,82559.26549613428,2
0.2938250863351856,0.9880219564266969,0.38070813587686375,0.13700558440973443,0.9985910670703194,81661.02910936999,2
0.2979313993221374,0.9740049312617203,0.38763083974538404,0.15229009228721038,0.9992229046140835,81046.89608559245,2
0.30772733269340474,0.9268012719908864,0.40447240244415283,0.1926017884202697,0.9993544897189458,80210.35274781508,2
0.3075813253470658,0.8938411331737085,0.40492056271848703,0.20052009040361263,0.9993616198695044,80017.55302801648,2
0.30744985756286647,0.8538290393111324,0.40453795306031715,0.20909230520396552,0.9994568452597072,79876.44148867532,2
0.3059581228447189,0.746092293696979,0.39805027932354325,0.22503302722563134,0.9996511184824528,79656.34375856954,2
0.3072374418702444,0.7016385173147714,0.4017029827374956,0.24036060780437848,0.9998969704488399,79575.48599758916,2
0.3072193746979929,0.7002021546663659,0.4016999226654993,0.24066223141377474,0.9999002615053083,79562.43957971729,2
0.307213402207222,0.6994921737236832,0.4016938084154683,0.24081124438232018,0.9999029977780786,79539.44360509054,2
0.3072128129645759,0.6994494812107035,0.4016934625555218,0.2408199044098585,0.9999031642705005,79533.78779273866,2
0.3072125130626049,0.6994281722164088,0.40169329071259097,0.24082421972614224,0.9999032476774109,79531.84190613554,2
0.3072124374177233,0.6994228492992707,0.4016932479238478,0.24082529681196113,0.9999032685135424,79531.42966179582,2
0.3072123995118207,0.6994201883856951,0.4016932265509633,0.24082583513645023,0.9999032789302789,79531.23422311379,2
0.3072123805380099,0.6994188580623589,0.40169321586931106,0.24082610424419307,0.9999032841381604,79531.13679487645,2
0.3072123710459796,0.6994181929336986,0.40169321052968776,0.24082623878465118,0.9999032867419796,79531.09228999395,2
0.3072123698591175,0.6994181097948916,0.40169320986235363,0.24082625560130866,0.9999032870674494,79531.08564601206,2
0.30721236867225576,0.6994180266560757,0.40169320919495005,0.2408262724179058,0.9999032873929191,79531.0848011688,2
0.30721236867225576,0.6994180266560757,0.40169320919495005,0.2408262724179058,0.9999032873929191,79531.0848011688,2
0.975000025,0.575000425,0.6750003250000001,0.7250002750000001,0.6250003750000002,217952.94067595684,3
0.9556702525028485,0.5922991870231838,0.6664888058495887,0.6924035450467392,0.8270144784133745,120766.81084943385,3
0.9496716987596158,0.6071277234515444,0.6640917752877156,0.6805136017621931,0.9998270144784134,81561.94127317543,3
0.9289940050306325,0.6401001010724335,0.647000950241973,0.6351463610890401,0.9978038259475204,80458.75962771931,3
0.92864679788644,0.6496385330502367,0.6466251547577655,0.6325721237863128,0.9983523204171272,80253.89882592202,3
0.9278577996482493,0.6745258510990056,0.6457061848221635,0.6259963567221051,0.9991753363687722,79911.28798329161,3
0.9263823726450049,0.7265174219144502,0.6439701450788425,0.6125188677027608,0.9995872558525705,79503.3245398662,3
0.9278039408315064,0.8631219696681823,0.6418568341674229,0.5840154222600075,0.9995814204031941,79061.48532611204,3
0.8956581477706579,0.9558616321892919,0.6308435901669713,0.5243254380999839,0.9995327349552732,78612.57002185083,3
0.8955345310017583,0.9779087469107406,0.6302544007041903,0.51896135787832,0.9995408226261373,78340.45022231492,3
0.8954190554198512,0.9785984082181209,0.6301983868544352,0.5186704300998677,0.9995490187771657,78262.93391341553,3
