fmin,alg,runtime,niterations,converged,startguess
90563.47555526174,Optim_IPNewton,0.5820000171661377,15,true,1
92517.83517315432,Optim_IPNewton,0.22099995613098145,11,true,2
233611.16016617595,Optim_IPNewton,0.5580000877380371,5,true,3
9160.362086263834,Optim_IPNewton,1.064000129699707,58,true,4
11356.196181591535,Optim_IPNewton,0.37599992752075195,62,true,5
11356.196181591582,Optim_IPNewton,0.46000003814697266,98,true,6
492157.23305549007,Optim_IPNewton,0.0,0,true,7
1.7831706949382152e7,Optim_IPNewton,0.0,1,true,8
542.9411275097272,Optim_IPNewton,0.8849999904632568,74,true,9
86356.31314400973,Optim_IPNewton,0.20399999618530273,15,true,10
11356.196181591575,Optim_IPNewton,0.3940000534057617,71,true,11
-50.50372625147708,Optim_IPNewton,1.2780001163482666,65,true,12
-50.503726248192166,Optim_IPNewton,1.130000114440918,70,true,13
9160.362100467679,Optim_IPNewton,1.011000156402588,55,true,14
9160.362077951655,Optim_IPNewton,0.7150001525878906,52,true,15
86895.19925805653,Optim_IPNewton,1.00600004196167,19,true,16
2.327428446765577e7,Optim_IPNewton,0.8839998245239258,12,true,17
11768.68960431442,Optim_IPNewton,0.44499993324279785,91,true,18
9160.362076614852,Optim_IPNewton,0.5719997882843018,44,true,19
101632.83839688874,Optim_IPNewton,0.19000005722045898,5,true,20
